File Name,Project,Control,Peak Type,Aligner,Peak Caller,Deduplicator,Test,Peak Counts
Namani_with_control_broad_bowtie2_genrich_samtools_test3_peaks,Namani,with_control,broad,bowtie2,genrich,samtools,test3,156761
Namani_with_control_broad_bowtie2_macs3_no_deduplication_test1_peaks,Namani,with_control,broad,bowtie2,macs3,no_deduplication,test1,3196
Namani_with_control_broad_bowtie2_macs3_no_deduplication_test2_peaks,Namani,with_control,broad,bowtie2,macs3,no_deduplication,test2,3196
Namani_with_control_broad_bowtie2_macs3_no_deduplication_test3_peaks,Namani,with_control,broad,bowtie2,macs3,no_deduplication,test3,3196
Namani_with_control_broad_bowtie2_macs3_picard_test1_peaks,Namani,with_control,broad,bowtie2,macs3,picard,test1,3196
Namani_with_control_broad_bowtie2_macs3_picard_test2_peaks,Namani,with_control,broad,bowtie2,macs3,picard,test2,3196
Namani_with_control_broad_bowtie2_macs3_picard_test3_peaks,Namani,with_control,broad,bowtie2,macs3,picard,test3,3196
Namani_with_control_broad_bowtie2_macs3_sambamba_test1_peaks,Namani,with_control,broad,bowtie2,macs3,sambamba,test1,3196
Namani_with_control_broad_bowtie2_macs3_sambamba_test2_peaks,Namani,with_control,broad,bowtie2,macs3,sambamba,test2,3196
Namani_with_control_broad_bowtie2_macs3_sambamba_test3_peaks,Namani,with_control,broad,bowtie2,macs3,sambamba,test3,3196
Namani_with_control_broad_bowtie2_macs3_samtools_test1_peaks,Namani,with_control,broad,bowtie2,macs3,samtools,test1,3196
Namani_with_control_broad_bowtie2_macs3_samtools_test2_peaks,Namani,with_control,broad,bowtie2,macs3,samtools,test2,3196
Namani_with_control_broad_bowtie2_macs3_samtools_test3_peaks,Namani,with_control,broad,bowtie2,macs3,samtools,test3,3196
Namani_with_control_broad_bowtie2_pepr_no_deduplication_test1_peaks,Namani,with_control,broad,bowtie2,pepr,no_deduplication,test1,62
Namani_with_control_broad_bowtie2_pepr_no_deduplication_test2_peaks,Namani,with_control,broad,bowtie2,pepr,no_deduplication,test2,62
Namani_with_control_broad_bowtie2_pepr_no_deduplication_test3_peaks,Namani,with_control,broad,bowtie2,pepr,no_deduplication,test3,62
Namani_with_control_broad_bowtie2_pepr_picard_test1_peaks,Namani,with_control,broad,bowtie2,pepr,picard,test1,29
Namani_with_control_broad_bowtie2_pepr_picard_test2_peaks,Namani,with_control,broad,bowtie2,pepr,picard,test2,29
Namani_with_control_broad_bowtie2_pepr_picard_test3_peaks,Namani,with_control,broad,bowtie2,pepr,picard,test3,29
Namani_with_control_broad_bowtie2_pepr_sambamba_test1_peaks,Namani,with_control,broad,bowtie2,pepr,sambamba,test1,29
Namani_with_control_broad_bowtie2_pepr_sambamba_test2_peaks,Namani,with_control,broad,bowtie2,pepr,sambamba,test2,29
Namani_with_control_broad_bowtie2_pepr_sambamba_test3_peaks,Namani,with_control,broad,bowtie2,pepr,sambamba,test3,29
Namani_with_control_broad_bowtie2_pepr_samtools_test1_peaks,Namani,with_control,broad,bowtie2,pepr,samtools,test1,29
Namani_with_control_broad_bowtie2_pepr_samtools_test2_peaks,Namani,with_control,broad,bowtie2,pepr,samtools,test2,29
Namani_with_control_broad_bowtie2_pepr_samtools_test3_peaks,Namani,with_control,broad,bowtie2,pepr,samtools,test3,29
Namani_with_control_broad_bwa_mem_cisgenome_no_deduplication_test1_peaks,Namani,with_control,broad,bwa_mem,cisgenome,no_deduplication,test1,6359
Namani_with_control_broad_bwa_mem_cisgenome_no_deduplication_test2_peaks,Namani,with_control,broad,bwa_mem,cisgenome,no_deduplication,test2,6359
Namani_with_control_broad_bwa_mem_cisgenome_no_deduplication_test3_peaks,Namani,with_control,broad,bwa_mem,cisgenome,no_deduplication,test3,6359
Namani_with_control_broad_bwa_mem_cisgenome_picard_test1_peaks,Namani,with_control,broad,bwa_mem,cisgenome,picard,test1,3581
Namani_with_control_broad_bwa_mem_cisgenome_picard_test2_peaks,Namani,with_control,broad,bwa_mem,cisgenome,picard,test2,3581
Namani_with_control_broad_bwa_mem_cisgenome_picard_test3_peaks,Namani,with_control,broad,bwa_mem,cisgenome,picard,test3,3581
Namani_with_control_broad_bwa_mem_cisgenome_sambamba_test1_peaks,Namani,with_control,broad,bwa_mem,cisgenome,sambamba,test1,3581
Namani_with_control_broad_bwa_mem_cisgenome_sambamba_test2_peaks,Namani,with_control,broad,bwa_mem,cisgenome,sambamba,test2,3581
Namani_with_control_broad_bwa_mem_cisgenome_sambamba_test3_peaks,Namani,with_control,broad,bwa_mem,cisgenome,sambamba,test3,3581
Namani_with_control_broad_bwa_mem_cisgenome_samtools_test1_peaks,Namani,with_control,broad,bwa_mem,cisgenome,samtools,test1,3581
Namani_with_control_broad_bwa_mem_cisgenome_samtools_test2_peaks,Namani,with_control,broad,bwa_mem,cisgenome,samtools,test2,3581
Namani_with_control_broad_bwa_mem_cisgenome_samtools_test3_peaks,Namani,with_control,broad,bwa_mem,cisgenome,samtools,test3,3581
Namani_with_control_broad_bwa_mem_genrich_no_deduplication_test1_peaks,Namani,with_control,broad,bwa_mem,genrich,no_deduplication,test1,221317
Namani_with_control_broad_bwa_mem_genrich_no_deduplication_test2_peaks,Namani,with_control,broad,bwa_mem,genrich,no_deduplication,test2,221317
Namani_with_control_broad_bwa_mem_genrich_no_deduplication_test3_peaks,Namani,with_control,broad,bwa_mem,genrich,no_deduplication,test3,221317
Namani_with_control_broad_bwa_mem_genrich_picard_test1_peaks,Namani,with_control,broad,bwa_mem,genrich,picard,test1,157964
Namani_with_control_broad_bwa_mem_genrich_picard_test2_peaks,Namani,with_control,broad,bwa_mem,genrich,picard,test2,157964
Namani_with_control_broad_bwa_mem_genrich_picard_test3_peaks,Namani,with_control,broad,bwa_mem,genrich,picard,test3,157964
Namani_with_control_broad_bwa_mem_genrich_sambamba_test1_peaks,Namani,with_control,broad,bwa_mem,genrich,sambamba,test1,157964
Namani_with_control_broad_bwa_mem_genrich_sambamba_test2_peaks,Namani,with_control,broad,bwa_mem,genrich,sambamba,test2,157964
Namani_with_control_broad_bwa_mem_genrich_sambamba_test3_peaks,Namani,with_control,broad,bwa_mem,genrich,sambamba,test3,157964
Namani_with_control_broad_bwa_mem_genrich_samtools_test1_peaks,Namani,with_control,broad,bwa_mem,genrich,samtools,test1,157964
Namani_with_control_broad_bwa_mem_genrich_samtools_test2_peaks,Namani,with_control,broad,bwa_mem,genrich,samtools,test2,157964
Namani_with_control_broad_bwa_mem_genrich_samtools_test3_peaks,Namani,with_control,broad,bwa_mem,genrich,samtools,test3,157964
Namani_with_control_broad_bwa_mem_macs3_no_deduplication_test1_peaks,Namani,with_control,broad,bwa_mem,macs3,no_deduplication,test1,3325
Namani_with_control_broad_bwa_mem_macs3_no_deduplication_test2_peaks,Namani,with_control,broad,bwa_mem,macs3,no_deduplication,test2,3325
Namani_with_control_broad_bwa_mem_macs3_no_deduplication_test3_peaks,Namani,with_control,broad,bwa_mem,macs3,no_deduplication,test3,3325
Namani_with_control_broad_bwa_mem_macs3_picard_test1_peaks,Namani,with_control,broad,bwa_mem,macs3,picard,test1,3319
Namani_with_control_broad_bwa_mem_macs3_picard_test2_peaks,Namani,with_control,broad,bwa_mem,macs3,picard,test2,3319
Namani_with_control_broad_bwa_mem_macs3_picard_test3_peaks,Namani,with_control,broad,bwa_mem,macs3,picard,test3,3319
Namani_with_control_broad_bwa_mem_macs3_sambamba_test1_peaks,Namani,with_control,broad,bwa_mem,macs3,sambamba,test1,3319
Namani_with_control_broad_bwa_mem_macs3_sambamba_test2_peaks,Namani,with_control,broad,bwa_mem,macs3,sambamba,test2,3319
Namani_with_control_broad_bwa_mem_macs3_sambamba_test3_peaks,Namani,with_control,broad,bwa_mem,macs3,sambamba,test3,3319
Namani_with_control_broad_bwa_mem_macs3_samtools_test1_peaks,Namani,with_control,broad,bwa_mem,macs3,samtools,test1,3319
Namani_with_control_broad_bwa_mem_macs3_samtools_test2_peaks,Namani,with_control,broad,bwa_mem,macs3,samtools,test2,3319
Namani_with_control_broad_bwa_mem_macs3_samtools_test3_peaks,Namani,with_control,broad,bwa_mem,macs3,samtools,test3,3319
Namani_with_control_broad_bwa_mem_pepr_no_deduplication_test1_peaks,Namani,with_control,broad,bwa_mem,pepr,no_deduplication,test1,68
Namani_with_control_broad_bwa_mem_pepr_no_deduplication_test2_peaks,Namani,with_control,broad,bwa_mem,pepr,no_deduplication,test2,68
Namani_with_control_broad_bwa_mem_pepr_no_deduplication_test3_peaks,Namani,with_control,broad,bwa_mem,pepr,no_deduplication,test3,68
Namani_with_control_broad_bwa_mem_pepr_picard_test1_peaks,Namani,with_control,broad,bwa_mem,pepr,picard,test1,34
Namani_with_control_broad_bwa_mem_pepr_picard_test2_peaks,Namani,with_control,broad,bwa_mem,pepr,picard,test2,34
Namani_with_control_broad_bwa_mem_pepr_picard_test3_peaks,Namani,with_control,broad,bwa_mem,pepr,picard,test3,34
Namani_with_control_broad_bwa_mem_pepr_sambamba_test1_peaks,Namani,with_control,broad,bwa_mem,pepr,sambamba,test1,34
Namani_with_control_broad_bwa_mem_pepr_sambamba_test2_peaks,Namani,with_control,broad,bwa_mem,pepr,sambamba,test2,34
Namani_with_control_broad_bwa_mem_pepr_sambamba_test3_peaks,Namani,with_control,broad,bwa_mem,pepr,sambamba,test3,34
Namani_with_control_broad_bwa_mem_pepr_samtools_test1_peaks,Namani,with_control,broad,bwa_mem,pepr,samtools,test1,34
Namani_with_control_broad_bwa_mem_pepr_samtools_test2_peaks,Namani,with_control,broad,bwa_mem,pepr,samtools,test2,34
Namani_with_control_broad_bwa_mem_pepr_samtools_test3_peaks,Namani,with_control,broad,bwa_mem,pepr,samtools,test3,34
Namani_with_control_narrow_STAR_cisgenome_no_deduplication_test1_peaks,Namani,with_control,narrow,STAR,cisgenome,no_deduplication,test1,6745
Namani_with_control_narrow_STAR_cisgenome_no_deduplication_test2_peaks,Namani,with_control,narrow,STAR,cisgenome,no_deduplication,test2,6745
Namani_with_control_narrow_STAR_cisgenome_no_deduplication_test3_peaks,Namani,with_control,narrow,STAR,cisgenome,no_deduplication,test3,6745
Namani_with_control_narrow_STAR_cisgenome_picard_test1_peaks,Namani,with_control,narrow,STAR,cisgenome,picard,test1,3651
Namani_with_control_narrow_STAR_cisgenome_picard_test2_peaks,Namani,with_control,narrow,STAR,cisgenome,picard,test2,3651
Namani_with_control_narrow_STAR_cisgenome_picard_test3_peaks,Namani,with_control,narrow,STAR,cisgenome,picard,test3,3651
Namani_with_control_narrow_STAR_cisgenome_sambamba_test1_peaks,Namani,with_control,narrow,STAR,cisgenome,sambamba,test1,3651
Namani_with_control_narrow_STAR_cisgenome_sambamba_test2_peaks,Namani,with_control,narrow,STAR,cisgenome,sambamba,test2,3651
Namani_with_control_narrow_STAR_cisgenome_sambamba_test3_peaks,Namani,with_control,narrow,STAR,cisgenome,sambamba,test3,3651
Namani_with_control_narrow_STAR_cisgenome_samtools_test1_peaks,Namani,with_control,narrow,STAR,cisgenome,samtools,test1,3651
Namani_with_control_narrow_STAR_cisgenome_samtools_test2_peaks,Namani,with_control,narrow,STAR,cisgenome,samtools,test2,3651
Namani_with_control_narrow_STAR_cisgenome_samtools_test3_peaks,Namani,with_control,narrow,STAR,cisgenome,samtools,test3,3651
Namani_with_control_narrow_STAR_genrich_no_deduplication_test1_peaks,Namani,with_control,narrow,STAR,genrich,no_deduplication,test1,221952
Namani_with_control_narrow_STAR_genrich_no_deduplication_test2_peaks,Namani,with_control,narrow,STAR,genrich,no_deduplication,test2,221952
Namani_with_control_narrow_STAR_genrich_no_deduplication_test3_peaks,Namani,with_control,narrow,STAR,genrich,no_deduplication,test3,221952
Namani_with_control_narrow_STAR_genrich_picard_test1_peaks,Namani,with_control,narrow,STAR,genrich,picard,test1,151732
Namani_with_control_narrow_STAR_genrich_picard_test2_peaks,Namani,with_control,narrow,STAR,genrich,picard,test2,151732
Namani_with_control_narrow_STAR_genrich_picard_test3_peaks,Namani,with_control,narrow,STAR,genrich,picard,test3,151732
Namani_with_control_narrow_STAR_genrich_sambamba_test1_peaks,Namani,with_control,narrow,STAR,genrich,sambamba,test1,151732
Namani_with_control_narrow_STAR_genrich_sambamba_test2_peaks,Namani,with_control,narrow,STAR,genrich,sambamba,test2,151732
Namani_with_control_narrow_STAR_genrich_sambamba_test3_peaks,Namani,with_control,narrow,STAR,genrich,sambamba,test3,151732
Namani_with_control_narrow_STAR_genrich_samtools_test1_peaks,Namani,with_control,narrow,STAR,genrich,samtools,test1,151732
Namani_with_control_narrow_STAR_genrich_samtools_test2_peaks,Namani,with_control,narrow,STAR,genrich,samtools,test2,151732
Namani_with_control_narrow_STAR_genrich_samtools_test3_peaks,Namani,with_control,narrow,STAR,genrich,samtools,test3,151732
Namani_with_control_narrow_STAR_macs3_no_deduplication_test1_peaks,Namani,with_control,narrow,STAR,macs3,no_deduplication,test1,2209
Namani_with_control_narrow_STAR_macs3_no_deduplication_test2_peaks,Namani,with_control,narrow,STAR,macs3,no_deduplication,test2,2209
Namani_with_control_narrow_STAR_macs3_no_deduplication_test3_peaks,Namani,with_control,narrow,STAR,macs3,no_deduplication,test3,2209
Namani_with_control_narrow_STAR_macs3_picard_test1_peaks,Namani,with_control,narrow,STAR,macs3,picard,test1,2207
Namani_with_control_narrow_STAR_macs3_picard_test2_peaks,Namani,with_control,narrow,STAR,macs3,picard,test2,2207
Namani_with_control_narrow_STAR_macs3_picard_test3_peaks,Namani,with_control,narrow,STAR,macs3,picard,test3,2207
Namani_with_control_narrow_STAR_macs3_sambamba_test1_peaks,Namani,with_control,narrow,STAR,macs3,sambamba,test1,2207
Namani_with_control_narrow_STAR_macs3_sambamba_test2_peaks,Namani,with_control,narrow,STAR,macs3,sambamba,test2,2207
Namani_with_control_narrow_STAR_macs3_sambamba_test3_peaks,Namani,with_control,narrow,STAR,macs3,sambamba,test3,2207
Namani_with_control_narrow_STAR_macs3_samtools_test1_peaks,Namani,with_control,narrow,STAR,macs3,samtools,test1,2207
Namani_with_control_narrow_STAR_macs3_samtools_test2_peaks,Namani,with_control,narrow,STAR,macs3,samtools,test2,2207
Namani_with_control_narrow_STAR_macs3_samtools_test3_peaks,Namani,with_control,narrow,STAR,macs3,samtools,test3,2207
Namani_with_control_narrow_STAR_pepr_no_deduplication_test1_peaks,Namani,with_control,narrow,STAR,pepr,no_deduplication,test1,57
Namani_with_control_narrow_STAR_pepr_no_deduplication_test2_peaks,Namani,with_control,narrow,STAR,pepr,no_deduplication,test2,57
Namani_with_control_narrow_STAR_pepr_no_deduplication_test3_peaks,Namani,with_control,narrow,STAR,pepr,no_deduplication,test3,57
Namani_with_control_narrow_STAR_pepr_picard_test1_peaks,Namani,with_control,narrow,STAR,pepr,picard,test1,31
Namani_with_control_narrow_STAR_pepr_picard_test2_peaks,Namani,with_control,narrow,STAR,pepr,picard,test2,31
Namani_with_control_narrow_STAR_pepr_picard_test3_peaks,Namani,with_control,narrow,STAR,pepr,picard,test3,31
Namani_with_control_narrow_STAR_pepr_sambamba_test1_peaks,Namani,with_control,narrow,STAR,pepr,sambamba,test1,31
Namani_with_control_narrow_STAR_pepr_sambamba_test2_peaks,Namani,with_control,narrow,STAR,pepr,sambamba,test2,31
Namani_with_control_narrow_STAR_pepr_sambamba_test3_peaks,Namani,with_control,narrow,STAR,pepr,sambamba,test3,31
Namani_with_control_narrow_STAR_pepr_samtools_test1_peaks,Namani,with_control,narrow,STAR,pepr,samtools,test1,31
Namani_with_control_narrow_STAR_pepr_samtools_test2_peaks,Namani,with_control,narrow,STAR,pepr,samtools,test2,31
Namani_with_control_narrow_STAR_pepr_samtools_test3_peaks,Namani,with_control,narrow,STAR,pepr,samtools,test3,31
Namani_with_control_narrow_bowtie2_cisgenome_no_deduplication_test1_peaks,Namani,with_control,narrow,bowtie2,cisgenome,no_deduplication,test1,6314
Namani_with_control_narrow_bowtie2_cisgenome_no_deduplication_test2_peaks,Namani,with_control,narrow,bowtie2,cisgenome,no_deduplication,test2,6314
Namani_with_control_narrow_bowtie2_cisgenome_no_deduplication_test3_peaks,Namani,with_control,narrow,bowtie2,cisgenome,no_deduplication,test3,6314
Namani_with_control_narrow_bowtie2_cisgenome_picard_test1_peaks,Namani,with_control,narrow,bowtie2,cisgenome,picard,test1,3504
Namani_with_control_narrow_bowtie2_cisgenome_picard_test2_peaks,Namani,with_control,narrow,bowtie2,cisgenome,picard,test2,3504
Namani_with_control_narrow_bowtie2_cisgenome_picard_test3_peaks,Namani,with_control,narrow,bowtie2,cisgenome,picard,test3,3504
Namani_with_control_narrow_bowtie2_cisgenome_sambamba_test1_peaks,Namani,with_control,narrow,bowtie2,cisgenome,sambamba,test1,3504
Namani_with_control_narrow_bowtie2_cisgenome_sambamba_test2_peaks,Namani,with_control,narrow,bowtie2,cisgenome,sambamba,test2,3504
Namani_with_control_narrow_bowtie2_cisgenome_sambamba_test3_peaks,Namani,with_control,narrow,bowtie2,cisgenome,sambamba,test3,3504
Namani_with_control_narrow_bowtie2_cisgenome_samtools_test1_peaks,Namani,with_control,narrow,bowtie2,cisgenome,samtools,test1,3504
Namani_with_control_narrow_bowtie2_cisgenome_samtools_test2_peaks,Namani,with_control,narrow,bowtie2,cisgenome,samtools,test2,3504
Namani_with_control_narrow_bowtie2_cisgenome_samtools_test3_peaks,Namani,with_control,narrow,bowtie2,cisgenome,samtools,test3,3504
Namani_with_control_narrow_bowtie2_genrich_no_deduplication_test1_peaks,Namani,with_control,narrow,bowtie2,genrich,no_deduplication,test1,220036
Namani_with_control_narrow_bowtie2_genrich_no_deduplication_test2_peaks,Namani,with_control,narrow,bowtie2,genrich,no_deduplication,test2,220036
Namani_with_control_narrow_bowtie2_genrich_no_deduplication_test3_peaks,Namani,with_control,narrow,bowtie2,genrich,no_deduplication,test3,220036
Namani_with_control_narrow_bowtie2_genrich_picard_test1_peaks,Namani,with_control,narrow,bowtie2,genrich,picard,test1,156761
Namani_with_control_narrow_bowtie2_genrich_picard_test2_peaks,Namani,with_control,narrow,bowtie2,genrich,picard,test2,156761
Namani_with_control_narrow_bowtie2_genrich_picard_test3_peaks,Namani,with_control,narrow,bowtie2,genrich,picard,test3,156761
Namani_with_control_narrow_bowtie2_genrich_sambamba_test1_peaks,Namani,with_control,narrow,bowtie2,genrich,sambamba,test1,156761
Namani_with_control_narrow_bowtie2_genrich_sambamba_test2_peaks,Namani,with_control,narrow,bowtie2,genrich,sambamba,test2,156761
Namani_with_control_narrow_bowtie2_genrich_sambamba_test3_peaks,Namani,with_control,narrow,bowtie2,genrich,sambamba,test3,156761
Namani_with_control_narrow_bowtie2_genrich_samtools_test1_peaks,Namani,with_control,narrow,bowtie2,genrich,samtools,test1,156761
Namani_with_control_narrow_bowtie2_genrich_samtools_test2_peaks,Namani,with_control,narrow,bowtie2,genrich,samtools,test2,156761
Namani_with_control_narrow_bowtie2_genrich_samtools_test3_peaks,Namani,with_control,narrow,bowtie2,genrich,samtools,test3,156761
Namani_with_control_narrow_bowtie2_macs3_no_deduplication_test1_peaks,Namani,with_control,narrow,bowtie2,macs3,no_deduplication,test1,2133
Namani_with_control_narrow_bowtie2_macs3_no_deduplication_test2_peaks,Namani,with_control,narrow,bowtie2,macs3,no_deduplication,test2,2133
Namani_with_control_narrow_bowtie2_macs3_no_deduplication_test3_peaks,Namani,with_control,narrow,bowtie2,macs3,no_deduplication,test3,2133
Namani_with_control_narrow_bowtie2_macs3_picard_test1_peaks,Namani,with_control,narrow,bowtie2,macs3,picard,test1,2133
Namani_with_control_narrow_bowtie2_macs3_picard_test2_peaks,Namani,with_control,narrow,bowtie2,macs3,picard,test2,2133
Namani_with_control_narrow_bowtie2_macs3_picard_test3_peaks,Namani,with_control,narrow,bowtie2,macs3,picard,test3,2133
Namani_with_control_narrow_bowtie2_macs3_sambamba_test1_peaks,Namani,with_control,narrow,bowtie2,macs3,sambamba,test1,2133
Namani_with_control_narrow_bowtie2_macs3_sambamba_test2_peaks,Namani,with_control,narrow,bowtie2,macs3,sambamba,test2,2133
Namani_with_control_narrow_bowtie2_macs3_sambamba_test3_peaks,Namani,with_control,narrow,bowtie2,macs3,sambamba,test3,2133
Namani_with_control_narrow_bowtie2_macs3_samtools_test1_peaks,Namani,with_control,narrow,bowtie2,macs3,samtools,test1,2133
Namani_with_control_narrow_bowtie2_macs3_samtools_test2_peaks,Namani,with_control,narrow,bowtie2,macs3,samtools,test2,2133
Namani_with_control_narrow_bowtie2_macs3_samtools_test3_peaks,Namani,with_control,narrow,bowtie2,macs3,samtools,test3,2133
Namani_with_control_narrow_bowtie2_pepr_no_deduplication_test1_peaks,Namani,with_control,narrow,bowtie2,pepr,no_deduplication,test1,62
Namani_with_control_narrow_bowtie2_pepr_no_deduplication_test2_peaks,Namani,with_control,narrow,bowtie2,pepr,no_deduplication,test2,62
Namani_with_control_narrow_bowtie2_pepr_no_deduplication_test3_peaks,Namani,with_control,narrow,bowtie2,pepr,no_deduplication,test3,62
Namani_with_control_narrow_bowtie2_pepr_picard_test1_peaks,Namani,with_control,narrow,bowtie2,pepr,picard,test1,30
Namani_with_control_narrow_bowtie2_pepr_picard_test2_peaks,Namani,with_control,narrow,bowtie2,pepr,picard,test2,30
Namani_with_control_narrow_bowtie2_pepr_picard_test3_peaks,Namani,with_control,narrow,bowtie2,pepr,picard,test3,30
Namani_with_control_narrow_bowtie2_pepr_sambamba_test1_peaks,Namani,with_control,narrow,bowtie2,pepr,sambamba,test1,30
Namani_with_control_narrow_bowtie2_pepr_sambamba_test2_peaks,Namani,with_control,narrow,bowtie2,pepr,sambamba,test2,30
Namani_with_control_narrow_bowtie2_pepr_sambamba_test3_peaks,Namani,with_control,narrow,bowtie2,pepr,sambamba,test3,30
Namani_with_control_narrow_bowtie2_pepr_samtools_test1_peaks,Namani,with_control,narrow,bowtie2,pepr,samtools,test1,30
Namani_with_control_narrow_bowtie2_pepr_samtools_test2_peaks,Namani,with_control,narrow,bowtie2,pepr,samtools,test2,30
Namani_with_control_narrow_bowtie2_pepr_samtools_test3_peaks,Namani,with_control,narrow,bowtie2,pepr,samtools,test3,30
Namani_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test1_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test1,6359
Namani_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test2_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test2,6359
Namani_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test3_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test3,6359
Namani_with_control_narrow_bwa_mem_cisgenome_picard_test1_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,picard,test1,3581
Namani_with_control_narrow_bwa_mem_cisgenome_picard_test2_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,picard,test2,3581
Namani_with_control_narrow_bwa_mem_cisgenome_picard_test3_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,picard,test3,3581
Namani_with_control_narrow_bwa_mem_cisgenome_sambamba_test1_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,sambamba,test1,3581
Namani_with_control_narrow_bwa_mem_cisgenome_sambamba_test2_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,sambamba,test2,3581
Namani_with_control_narrow_bwa_mem_cisgenome_sambamba_test3_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,sambamba,test3,3581
Namani_with_control_narrow_bwa_mem_cisgenome_samtools_test1_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,samtools,test1,3581
Namani_with_control_narrow_bwa_mem_cisgenome_samtools_test2_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,samtools,test2,3581
Namani_with_control_narrow_bwa_mem_cisgenome_samtools_test3_peaks,Namani,with_control,narrow,bwa_mem,cisgenome,samtools,test3,3581
Namani_with_control_narrow_bwa_mem_genrich_no_deduplication_test1_peaks,Namani,with_control,narrow,bwa_mem,genrich,no_deduplication,test1,221317
Namani_with_control_narrow_bwa_mem_genrich_no_deduplication_test2_peaks,Namani,with_control,narrow,bwa_mem,genrich,no_deduplication,test2,221317
Namani_with_control_narrow_bwa_mem_genrich_no_deduplication_test3_peaks,Namani,with_control,narrow,bwa_mem,genrich,no_deduplication,test3,221317
Namani_with_control_narrow_bwa_mem_genrich_picard_test1_peaks,Namani,with_control,narrow,bwa_mem,genrich,picard,test1,157964
Namani_with_control_narrow_bwa_mem_genrich_picard_test2_peaks,Namani,with_control,narrow,bwa_mem,genrich,picard,test2,157964
Namani_with_control_narrow_bwa_mem_genrich_picard_test3_peaks,Namani,with_control,narrow,bwa_mem,genrich,picard,test3,157964
Namani_with_control_narrow_bwa_mem_genrich_sambamba_test1_peaks,Namani,with_control,narrow,bwa_mem,genrich,sambamba,test1,157964
Namani_with_control_narrow_bwa_mem_genrich_sambamba_test2_peaks,Namani,with_control,narrow,bwa_mem,genrich,sambamba,test2,157964
Namani_with_control_narrow_bwa_mem_genrich_sambamba_test3_peaks,Namani,with_control,narrow,bwa_mem,genrich,sambamba,test3,157964
Namani_with_control_narrow_bwa_mem_genrich_samtools_test1_peaks,Namani,with_control,narrow,bwa_mem,genrich,samtools,test1,157964
Namani_with_control_narrow_bwa_mem_genrich_samtools_test2_peaks,Namani,with_control,narrow,bwa_mem,genrich,samtools,test2,157964
Namani_with_control_narrow_bwa_mem_genrich_samtools_test3_peaks,Namani,with_control,narrow,bwa_mem,genrich,samtools,test3,157964
Namani_with_control_narrow_bwa_mem_macs3_no_deduplication_test1_peaks,Namani,with_control,narrow,bwa_mem,macs3,no_deduplication,test1,2184
Namani_with_control_narrow_bwa_mem_macs3_no_deduplication_test2_peaks,Namani,with_control,narrow,bwa_mem,macs3,no_deduplication,test2,2184
Namani_with_control_narrow_bwa_mem_macs3_no_deduplication_test3_peaks,Namani,with_control,narrow,bwa_mem,macs3,no_deduplication,test3,2184
Namani_with_control_narrow_bwa_mem_macs3_picard_test1_peaks,Namani,with_control,narrow,bwa_mem,macs3,picard,test1,2186
Namani_with_control_narrow_bwa_mem_macs3_picard_test2_peaks,Namani,with_control,narrow,bwa_mem,macs3,picard,test2,2186
Namani_with_control_narrow_bwa_mem_macs3_picard_test3_peaks,Namani,with_control,narrow,bwa_mem,macs3,picard,test3,2186
Namani_with_control_narrow_bwa_mem_macs3_sambamba_test1_peaks,Namani,with_control,narrow,bwa_mem,macs3,sambamba,test1,2186
Namani_with_control_narrow_bwa_mem_macs3_sambamba_test2_peaks,Namani,with_control,narrow,bwa_mem,macs3,sambamba,test2,2186
Namani_with_control_narrow_bwa_mem_macs3_sambamba_test3_peaks,Namani,with_control,narrow,bwa_mem,macs3,sambamba,test3,2186
Namani_with_control_narrow_bwa_mem_macs3_samtools_test1_peaks,Namani,with_control,narrow,bwa_mem,macs3,samtools,test1,2186
Namani_with_control_narrow_bwa_mem_macs3_samtools_test2_peaks,Namani,with_control,narrow,bwa_mem,macs3,samtools,test2,2186
Namani_with_control_narrow_bwa_mem_macs3_samtools_test3_peaks,Namani,with_control,narrow,bwa_mem,macs3,samtools,test3,2186
Namani_with_control_narrow_bwa_mem_pepr_no_deduplication_test1_peaks,Namani,with_control,narrow,bwa_mem,pepr,no_deduplication,test1,68
Namani_with_control_narrow_bwa_mem_pepr_no_deduplication_test2_peaks,Namani,with_control,narrow,bwa_mem,pepr,no_deduplication,test2,68
Namani_with_control_narrow_bwa_mem_pepr_no_deduplication_test3_peaks,Namani,with_control,narrow,bwa_mem,pepr,no_deduplication,test3,68
Namani_with_control_narrow_bwa_mem_pepr_picard_test1_peaks,Namani,with_control,narrow,bwa_mem,pepr,picard,test1,34
Namani_with_control_narrow_bwa_mem_pepr_picard_test2_peaks,Namani,with_control,narrow,bwa_mem,pepr,picard,test2,34
