File Name,Project,Control,Peak Type,Aligner,Peak Caller,Deduplicator,Test,Peak Counts
Namani_with_control_narrow_bwa_mem_pepr_picard_test3_peaks,Namani,with_control,narrow,bwa_mem,pepr,picard,test3,34
Namani_with_control_narrow_bwa_mem_pepr_sambamba_test1_peaks,Namani,with_control,narrow,bwa_mem,pepr,sambamba,test1,34
Namani_with_control_narrow_bwa_mem_pepr_sambamba_test2_peaks,Namani,with_control,narrow,bwa_mem,pepr,sambamba,test2,34
Namani_with_control_narrow_bwa_mem_pepr_sambamba_test3_peaks,Namani,with_control,narrow,bwa_mem,pepr,sambamba,test3,34
Namani_with_control_narrow_bwa_mem_pepr_samtools_test1_peaks,Namani,with_control,narrow,bwa_mem,pepr,samtools,test1,34
Namani_with_control_narrow_bwa_mem_pepr_samtools_test2_peaks,Namani,with_control,narrow,bwa_mem,pepr,samtools,test2,34
Namani_with_control_narrow_bwa_mem_pepr_samtools_test3_peaks,Namani,with_control,narrow,bwa_mem,pepr,samtools,test3,34
Rube_no_control_broad_STAR_genrich_no_deduplication_test1_peaks,Rube,no_control,broad,STAR,genrich,no_deduplication,test1,262056
Rube_no_control_broad_STAR_genrich_no_deduplication_test2_peaks,Rube,no_control,broad,STAR,genrich,no_deduplication,test2,262056
Rube_no_control_broad_STAR_genrich_no_deduplication_test3_peaks,Rube,no_control,broad,STAR,genrich,no_deduplication,test3,262056
Rube_no_control_broad_STAR_genrich_picard_test1_peaks,Rube,no_control,broad,STAR,genrich,picard,test1,252162
Rube_no_control_broad_STAR_genrich_picard_test2_peaks,Rube,no_control,broad,STAR,genrich,picard,test2,252162
Rube_no_control_broad_STAR_genrich_picard_test3_peaks,Rube,no_control,broad,STAR,genrich,picard,test3,252162
Rube_no_control_broad_STAR_genrich_sambamba_test1_peaks,Rube,no_control,broad,STAR,genrich,sambamba,test1,252158
Rube_no_control_broad_STAR_genrich_sambamba_test2_peaks,Rube,no_control,broad,STAR,genrich,sambamba,test2,252160
Rube_no_control_broad_STAR_genrich_sambamba_test3_peaks,Rube,no_control,broad,STAR,genrich,sambamba,test3,252158
Rube_no_control_broad_STAR_genrich_samtools_test1_peaks,Rube,no_control,broad,STAR,genrich,samtools,test1,252162
Rube_no_control_broad_STAR_genrich_samtools_test2_peaks,Rube,no_control,broad,STAR,genrich,samtools,test2,252162
Rube_no_control_broad_STAR_genrich_samtools_test3_peaks,Rube,no_control,broad,STAR,genrich,samtools,test3,252162
Rube_no_control_broad_STAR_macs3_no_deduplication_test1_peaks,Rube,no_control,broad,STAR,macs3,no_deduplication,test1,1127607
Rube_no_control_broad_STAR_macs3_no_deduplication_test2_peaks,Rube,no_control,broad,STAR,macs3,no_deduplication,test2,1127607
Rube_no_control_broad_STAR_macs3_no_deduplication_test3_peaks,Rube,no_control,broad,STAR,macs3,no_deduplication,test3,1127607
Rube_no_control_broad_STAR_macs3_picard_test1_peaks,Rube,no_control,broad,STAR,macs3,picard,test1,1157880
Rube_no_control_broad_STAR_macs3_picard_test2_peaks,Rube,no_control,broad,STAR,macs3,picard,test2,1157880
Rube_no_control_broad_STAR_macs3_picard_test3_peaks,Rube,no_control,broad,STAR,macs3,picard,test3,1157880
Rube_no_control_broad_STAR_macs3_sambamba_test1_peaks,Rube,no_control,broad,STAR,macs3,sambamba,test1,1157882
Rube_no_control_broad_STAR_macs3_sambamba_test2_peaks,Rube,no_control,broad,STAR,macs3,sambamba,test2,1157876
Rube_no_control_broad_STAR_macs3_sambamba_test3_peaks,Rube,no_control,broad,STAR,macs3,sambamba,test3,1157881
Rube_no_control_broad_STAR_macs3_samtools_test1_peaks,Rube,no_control,broad,STAR,macs3,samtools,test1,1157880
Rube_no_control_broad_STAR_macs3_samtools_test2_peaks,Rube,no_control,broad,STAR,macs3,samtools,test2,1157880
Rube_no_control_broad_STAR_macs3_samtools_test3_peaks,Rube,no_control,broad,STAR,macs3,samtools,test3,1157880
Rube_no_control_broad_bowtie2_genrich_no_deduplication_test1_peaks,Rube,no_control,broad,bowtie2,genrich,no_deduplication,test1,213502
Rube_no_control_broad_bowtie2_genrich_no_deduplication_test2_peaks,Rube,no_control,broad,bowtie2,genrich,no_deduplication,test2,213502
Rube_no_control_broad_bowtie2_genrich_no_deduplication_test3_peaks,Rube,no_control,broad,bowtie2,genrich,no_deduplication,test3,213502
Rube_no_control_broad_bowtie2_genrich_picard_test1_peaks,Rube,no_control,broad,bowtie2,genrich,picard,test1,178414
Rube_no_control_broad_bowtie2_genrich_picard_test2_peaks,Rube,no_control,broad,bowtie2,genrich,picard,test2,178414
Rube_no_control_broad_bowtie2_genrich_picard_test3_peaks,Rube,no_control,broad,bowtie2,genrich,picard,test3,178414
Rube_no_control_broad_bowtie2_genrich_sambamba_test1_peaks,Rube,no_control,broad,bowtie2,genrich,sambamba,test1,178414
Rube_no_control_broad_bowtie2_genrich_sambamba_test2_peaks,Rube,no_control,broad,bowtie2,genrich,sambamba,test2,178414
Rube_no_control_broad_bowtie2_genrich_sambamba_test3_peaks,Rube,no_control,broad,bowtie2,genrich,sambamba,test3,178414
Rube_no_control_broad_bowtie2_genrich_samtools_test1_peaks,Rube,no_control,broad,bowtie2,genrich,samtools,test1,178414
Rube_no_control_broad_bowtie2_genrich_samtools_test2_peaks,Rube,no_control,broad,bowtie2,genrich,samtools,test2,178414
Rube_no_control_broad_bowtie2_genrich_samtools_test3_peaks,Rube,no_control,broad,bowtie2,genrich,samtools,test3,178414
Rube_no_control_broad_bowtie2_macs3_no_deduplication_test1_peaks,Rube,no_control,broad,bowtie2,macs3,no_deduplication,test1,1329607
Rube_no_control_broad_bowtie2_macs3_no_deduplication_test2_peaks,Rube,no_control,broad,bowtie2,macs3,no_deduplication,test2,1329607
Rube_no_control_broad_bowtie2_macs3_no_deduplication_test3_peaks,Rube,no_control,broad,bowtie2,macs3,no_deduplication,test3,1329607
Rube_no_control_broad_bowtie2_macs3_picard_test1_peaks,Rube,no_control,broad,bowtie2,macs3,picard,test1,1329607
Rube_no_control_broad_bowtie2_macs3_picard_test2_peaks,Rube,no_control,broad,bowtie2,macs3,picard,test2,1329607
Rube_no_control_broad_bowtie2_macs3_picard_test3_peaks,Rube,no_control,broad,bowtie2,macs3,picard,test3,1329607
Rube_no_control_broad_bowtie2_macs3_sambamba_test1_peaks,Rube,no_control,broad,bowtie2,macs3,sambamba,test1,1329607
Rube_no_control_broad_bowtie2_macs3_sambamba_test2_peaks,Rube,no_control,broad,bowtie2,macs3,sambamba,test2,1329607
Rube_no_control_broad_bowtie2_macs3_sambamba_test3_peaks,Rube,no_control,broad,bowtie2,macs3,sambamba,test3,1329607
Rube_no_control_broad_bowtie2_macs3_samtools_test1_peaks,Rube,no_control,broad,bowtie2,macs3,samtools,test1,1329607
Rube_no_control_broad_bowtie2_macs3_samtools_test2_peaks,Rube,no_control,broad,bowtie2,macs3,samtools,test2,1329607
Rube_no_control_broad_bowtie2_macs3_samtools_test3_peaks,Rube,no_control,broad,bowtie2,macs3,samtools,test3,1329607
Rube_no_control_broad_bwa_mem_genrich_no_deduplication_test1_peaks,Rube,no_control,broad,bwa_mem,genrich,no_deduplication,test1,213655
Rube_no_control_broad_bwa_mem_genrich_no_deduplication_test2_peaks,Rube,no_control,broad,bwa_mem,genrich,no_deduplication,test2,213655
Rube_no_control_broad_bwa_mem_genrich_no_deduplication_test3_peaks,Rube,no_control,broad,bwa_mem,genrich,no_deduplication,test3,213655
Rube_no_control_broad_bwa_mem_genrich_picard_test1_peaks,Rube,no_control,broad,bwa_mem,genrich,picard,test1,172404
Rube_no_control_broad_bwa_mem_genrich_picard_test2_peaks,Rube,no_control,broad,bwa_mem,genrich,picard,test2,172404
Rube_no_control_broad_bwa_mem_genrich_picard_test3_peaks,Rube,no_control,broad,bwa_mem,genrich,picard,test3,172404
Rube_no_control_broad_bwa_mem_genrich_sambamba_test1_peaks,Rube,no_control,broad,bwa_mem,genrich,sambamba,test1,172403
Rube_no_control_broad_bwa_mem_genrich_sambamba_test2_peaks,Rube,no_control,broad,bwa_mem,genrich,sambamba,test2,172403
Rube_no_control_broad_bwa_mem_genrich_sambamba_test3_peaks,Rube,no_control,broad,bwa_mem,genrich,sambamba,test3,172403
Rube_no_control_broad_bwa_mem_genrich_samtools_test1_peaks,Rube,no_control,broad,bwa_mem,genrich,samtools,test1,172404
Rube_no_control_broad_bwa_mem_genrich_samtools_test2_peaks,Rube,no_control,broad,bwa_mem,genrich,samtools,test2,172404
Rube_no_control_broad_bwa_mem_genrich_samtools_test3_peaks,Rube,no_control,broad,bwa_mem,genrich,samtools,test3,172404
Rube_no_control_broad_bwa_mem_macs3_no_deduplication_test1_peaks,Rube,no_control,broad,bwa_mem,macs3,no_deduplication,test1,1285951
Rube_no_control_broad_bwa_mem_macs3_no_deduplication_test2_peaks,Rube,no_control,broad,bwa_mem,macs3,no_deduplication,test2,1285951
Rube_no_control_broad_bwa_mem_macs3_no_deduplication_test3_peaks,Rube,no_control,broad,bwa_mem,macs3,no_deduplication,test3,1285951
Rube_no_control_broad_bwa_mem_macs3_picard_test1_peaks,Rube,no_control,broad,bwa_mem,macs3,picard,test1,1323012
Rube_no_control_broad_bwa_mem_macs3_picard_test2_peaks,Rube,no_control,broad,bwa_mem,macs3,picard,test2,1323012
Rube_no_control_broad_bwa_mem_macs3_picard_test3_peaks,Rube,no_control,broad,bwa_mem,macs3,picard,test3,1323012
Rube_no_control_broad_bwa_mem_macs3_sambamba_test1_peaks,Rube,no_control,broad,bwa_mem,macs3,sambamba,test1,1323015
Rube_no_control_broad_bwa_mem_macs3_sambamba_test2_peaks,Rube,no_control,broad,bwa_mem,macs3,sambamba,test2,1323015
Rube_no_control_broad_bwa_mem_macs3_sambamba_test3_peaks,Rube,no_control,broad,bwa_mem,macs3,sambamba,test3,1323015
Rube_no_control_broad_bwa_mem_macs3_samtools_test1_peaks,Rube,no_control,broad,bwa_mem,macs3,samtools,test1,1323012
Rube_no_control_broad_bwa_mem_macs3_samtools_test2_peaks,Rube,no_control,broad,bwa_mem,macs3,samtools,test2,1323012
Rube_no_control_broad_bwa_mem_macs3_samtools_test3_peaks,Rube,no_control,broad,bwa_mem,macs3,samtools,test3,1323012
Rube_no_control_narrow_STAR_genrich_no_deduplication_test1_peaks,Rube,no_control,narrow,STAR,genrich,no_deduplication,test1,262056
Rube_no_control_narrow_STAR_genrich_no_deduplication_test2_peaks,Rube,no_control,narrow,STAR,genrich,no_deduplication,test2,262056
Rube_no_control_narrow_STAR_genrich_no_deduplication_test3_peaks,Rube,no_control,narrow,STAR,genrich,no_deduplication,test3,262056
Rube_no_control_narrow_STAR_genrich_picard_test1_peaks,Rube,no_control,narrow,STAR,genrich,picard,test1,252162
Rube_no_control_narrow_STAR_genrich_picard_test2_peaks,Rube,no_control,narrow,STAR,genrich,picard,test2,252162
Rube_no_control_narrow_STAR_genrich_picard_test3_peaks,Rube,no_control,narrow,STAR,genrich,picard,test3,252162
Rube_no_control_narrow_STAR_genrich_sambamba_test1_peaks,Rube,no_control,narrow,STAR,genrich,sambamba,test1,252160
Rube_no_control_narrow_STAR_genrich_sambamba_test2_peaks,Rube,no_control,narrow,STAR,genrich,sambamba,test2,252158
Rube_no_control_narrow_STAR_genrich_sambamba_test3_peaks,Rube,no_control,narrow,STAR,genrich,sambamba,test3,252159
Rube_no_control_narrow_STAR_genrich_samtools_test1_peaks,Rube,no_control,narrow,STAR,genrich,samtools,test1,252162
Rube_no_control_narrow_STAR_genrich_samtools_test2_peaks,Rube,no_control,narrow,STAR,genrich,samtools,test2,252162
Rube_no_control_narrow_STAR_genrich_samtools_test3_peaks,Rube,no_control,narrow,STAR,genrich,samtools,test3,252162
Rube_no_control_narrow_STAR_macs3_no_deduplication_test1_peaks,Rube,no_control,narrow,STAR,macs3,no_deduplication,test1,1181666
Rube_no_control_narrow_STAR_macs3_no_deduplication_test2_peaks,Rube,no_control,narrow,STAR,macs3,no_deduplication,test2,1181666
Rube_no_control_narrow_STAR_macs3_no_deduplication_test3_peaks,Rube,no_control,narrow,STAR,macs3,no_deduplication,test3,1181666
Rube_no_control_narrow_STAR_macs3_picard_test1_peaks,Rube,no_control,narrow,STAR,macs3,picard,test1,1168342
Rube_no_control_narrow_STAR_macs3_picard_test2_peaks,Rube,no_control,narrow,STAR,macs3,picard,test2,1168342
Rube_no_control_narrow_STAR_macs3_picard_test3_peaks,Rube,no_control,narrow,STAR,macs3,picard,test3,1168342
Rube_no_control_narrow_STAR_macs3_sambamba_test1_peaks,Rube,no_control,narrow,STAR,macs3,sambamba,test1,1168346
Rube_no_control_narrow_STAR_macs3_sambamba_test2_peaks,Rube,no_control,narrow,STAR,macs3,sambamba,test2,1168345
Rube_no_control_narrow_STAR_macs3_sambamba_test3_peaks,Rube,no_control,narrow,STAR,macs3,sambamba,test3,1168346
Rube_no_control_narrow_STAR_macs3_samtools_test1_peaks,Rube,no_control,narrow,STAR,macs3,samtools,test1,1168342
Rube_no_control_narrow_STAR_macs3_samtools_test2_peaks,Rube,no_control,narrow,STAR,macs3,samtools,test2,1168342
Rube_no_control_narrow_STAR_macs3_samtools_test3_peaks,Rube,no_control,narrow,STAR,macs3,samtools,test3,1168342
Rube_no_control_narrow_bowtie2_genrich_no_deduplication_test1_peaks,Rube,no_control,narrow,bowtie2,genrich,no_deduplication,test1,213502
Rube_no_control_narrow_bowtie2_genrich_no_deduplication_test2_peaks,Rube,no_control,narrow,bowtie2,genrich,no_deduplication,test2,213502
Rube_no_control_narrow_bowtie2_genrich_no_deduplication_test3_peaks,Rube,no_control,narrow,bowtie2,genrich,no_deduplication,test3,213502
Rube_no_control_narrow_bowtie2_genrich_picard_test1_peaks,Rube,no_control,narrow,bowtie2,genrich,picard,test1,178414
Rube_no_control_narrow_bowtie2_genrich_picard_test2_peaks,Rube,no_control,narrow,bowtie2,genrich,picard,test2,178414
Rube_no_control_narrow_bowtie2_genrich_picard_test3_peaks,Rube,no_control,narrow,bowtie2,genrich,picard,test3,178414
Rube_no_control_narrow_bowtie2_genrich_sambamba_test1_peaks,Rube,no_control,narrow,bowtie2,genrich,sambamba,test1,178414
Rube_no_control_narrow_bowtie2_genrich_sambamba_test2_peaks,Rube,no_control,narrow,bowtie2,genrich,sambamba,test2,178414
Rube_no_control_narrow_bowtie2_genrich_sambamba_test3_peaks,Rube,no_control,narrow,bowtie2,genrich,sambamba,test3,178414
Rube_no_control_narrow_bowtie2_genrich_samtools_test1_peaks,Rube,no_control,narrow,bowtie2,genrich,samtools,test1,178414
Rube_no_control_narrow_bowtie2_genrich_samtools_test2_peaks,Rube,no_control,narrow,bowtie2,genrich,samtools,test2,178414
Rube_no_control_narrow_bowtie2_genrich_samtools_test3_peaks,Rube,no_control,narrow,bowtie2,genrich,samtools,test3,178414
Rube_no_control_narrow_bowtie2_macs3_no_deduplication_test1_peaks,Rube,no_control,narrow,bowtie2,macs3,no_deduplication,test1,1402728
Rube_no_control_narrow_bowtie2_macs3_no_deduplication_test2_peaks,Rube,no_control,narrow,bowtie2,macs3,no_deduplication,test2,1402728
Rube_no_control_narrow_bowtie2_macs3_no_deduplication_test3_peaks,Rube,no_control,narrow,bowtie2,macs3,no_deduplication,test3,1402728
Rube_no_control_narrow_bowtie2_macs3_picard_test1_peaks,Rube,no_control,narrow,bowtie2,macs3,picard,test1,1402728
Rube_no_control_narrow_bowtie2_macs3_picard_test2_peaks,Rube,no_control,narrow,bowtie2,macs3,picard,test2,1402728
Rube_no_control_narrow_bowtie2_macs3_picard_test3_peaks,Rube,no_control,narrow,bowtie2,macs3,picard,test3,1402728
Rube_no_control_narrow_bowtie2_macs3_sambamba_test1_peaks,Rube,no_control,narrow,bowtie2,macs3,sambamba,test1,1402728
Rube_no_control_narrow_bowtie2_macs3_sambamba_test2_peaks,Rube,no_control,narrow,bowtie2,macs3,sambamba,test2,1402728
Rube_no_control_narrow_bowtie2_macs3_sambamba_test3_peaks,Rube,no_control,narrow,bowtie2,macs3,sambamba,test3,1402728
Rube_no_control_narrow_bowtie2_macs3_samtools_test1_peaks,Rube,no_control,narrow,bowtie2,macs3,samtools,test1,1402728
Rube_no_control_narrow_bowtie2_macs3_samtools_test2_peaks,Rube,no_control,narrow,bowtie2,macs3,samtools,test2,1402728
Rube_no_control_narrow_bowtie2_macs3_samtools_test3_peaks,Rube,no_control,narrow,bowtie2,macs3,samtools,test3,1402728
Rube_no_control_narrow_bwa_mem_genrich_no_deduplication_test1_peaks,Rube,no_control,narrow,bwa_mem,genrich,no_deduplication,test1,213655
Rube_no_control_narrow_bwa_mem_genrich_no_deduplication_test2_peaks,Rube,no_control,narrow,bwa_mem,genrich,no_deduplication,test2,213655
Rube_no_control_narrow_bwa_mem_genrich_no_deduplication_test3_peaks,Rube,no_control,narrow,bwa_mem,genrich,no_deduplication,test3,213655
Rube_no_control_narrow_bwa_mem_genrich_picard_test1_peaks,Rube,no_control,narrow,bwa_mem,genrich,picard,test1,172404
Rube_no_control_narrow_bwa_mem_genrich_picard_test2_peaks,Rube,no_control,narrow,bwa_mem,genrich,picard,test2,172404
Rube_no_control_narrow_bwa_mem_genrich_picard_test3_peaks,Rube,no_control,narrow,bwa_mem,genrich,picard,test3,172404
Rube_no_control_narrow_bwa_mem_genrich_sambamba_test1_peaks,Rube,no_control,narrow,bwa_mem,genrich,sambamba,test1,172403
Rube_no_control_narrow_bwa_mem_genrich_sambamba_test2_peaks,Rube,no_control,narrow,bwa_mem,genrich,sambamba,test2,172403
Rube_no_control_narrow_bwa_mem_genrich_sambamba_test3_peaks,Rube,no_control,narrow,bwa_mem,genrich,sambamba,test3,172403
Rube_no_control_narrow_bwa_mem_genrich_samtools_test1_peaks,Rube,no_control,narrow,bwa_mem,genrich,samtools,test1,172404
Rube_no_control_narrow_bwa_mem_genrich_samtools_test2_peaks,Rube,no_control,narrow,bwa_mem,genrich,samtools,test2,172404
Rube_no_control_narrow_bwa_mem_genrich_samtools_test3_peaks,Rube,no_control,narrow,bwa_mem,genrich,samtools,test3,172404
Rube_no_control_narrow_bwa_mem_macs3_no_deduplication_test1_peaks,Rube,no_control,narrow,bwa_mem,macs3,no_deduplication,test1,1400667
Rube_no_control_narrow_bwa_mem_macs3_no_deduplication_test2_peaks,Rube,no_control,narrow,bwa_mem,macs3,no_deduplication,test2,1400667
Rube_no_control_narrow_bwa_mem_macs3_no_deduplication_test3_peaks,Rube,no_control,narrow,bwa_mem,macs3,no_deduplication,test3,1400667
Rube_no_control_narrow_bwa_mem_macs3_picard_test1_peaks,Rube,no_control,narrow,bwa_mem,macs3,picard,test1,1396652
Rube_no_control_narrow_bwa_mem_macs3_picard_test2_peaks,Rube,no_control,narrow,bwa_mem,macs3,picard,test2,1396652
Rube_no_control_narrow_bwa_mem_macs3_picard_test3_peaks,Rube,no_control,narrow,bwa_mem,macs3,picard,test3,1396652
Rube_no_control_narrow_bwa_mem_macs3_sambamba_test1_peaks,Rube,no_control,narrow,bwa_mem,macs3,sambamba,test1,1396652
Rube_no_control_narrow_bwa_mem_macs3_sambamba_test2_peaks,Rube,no_control,narrow,bwa_mem,macs3,sambamba,test2,1396652
Rube_no_control_narrow_bwa_mem_macs3_sambamba_test3_peaks,Rube,no_control,narrow,bwa_mem,macs3,sambamba,test3,1396652
Rube_no_control_narrow_bwa_mem_macs3_samtools_test1_peaks,Rube,no_control,narrow,bwa_mem,macs3,samtools,test1,1396652
Rube_no_control_narrow_bwa_mem_macs3_samtools_test2_peaks,Rube,no_control,narrow,bwa_mem,macs3,samtools,test2,1396652
Rube_no_control_narrow_bwa_mem_macs3_samtools_test3_peaks,Rube,no_control,narrow,bwa_mem,macs3,samtools,test3,1396652
Rube_with_control_broad_STAR_cisgenome_no_deduplication_test1_peaks,Rube,with_control,broad,STAR,cisgenome,no_deduplication,test1,3110
Rube_with_control_broad_STAR_cisgenome_no_deduplication_test2_peaks,Rube,with_control,broad,STAR,cisgenome,no_deduplication,test2,3110
Rube_with_control_broad_STAR_cisgenome_no_deduplication_test3_peaks,Rube,with_control,broad,STAR,cisgenome,no_deduplication,test3,3110
Rube_with_control_broad_STAR_cisgenome_picard_test1_peaks,Rube,with_control,broad,STAR,cisgenome,picard,test1,5918
Rube_with_control_broad_STAR_cisgenome_picard_test2_peaks,Rube,with_control,broad,STAR,cisgenome,picard,test2,5918
Rube_with_control_broad_STAR_cisgenome_picard_test3_peaks,Rube,with_control,broad,STAR,cisgenome,picard,test3,5918
Rube_with_control_broad_STAR_cisgenome_sambamba_test1_peaks,Rube,with_control,broad,STAR,cisgenome,sambamba,test1,5918
Rube_with_control_broad_STAR_cisgenome_sambamba_test2_peaks,Rube,with_control,broad,STAR,cisgenome,sambamba,test2,5918
Rube_with_control_broad_STAR_cisgenome_sambamba_test3_peaks,Rube,with_control,broad,STAR,cisgenome,sambamba,test3,5918
Rube_with_control_broad_STAR_cisgenome_samtools_test1_peaks,Rube,with_control,broad,STAR,cisgenome,samtools,test1,5918
Rube_with_control_broad_STAR_cisgenome_samtools_test2_peaks,Rube,with_control,broad,STAR,cisgenome,samtools,test2,5918
Rube_with_control_broad_STAR_cisgenome_samtools_test3_peaks,Rube,with_control,broad,STAR,cisgenome,samtools,test3,5918
Rube_with_control_broad_STAR_genrich_no_deduplication_test1_peaks,Rube,with_control,broad,STAR,genrich,no_deduplication,test1,166104
Rube_with_control_broad_STAR_genrich_no_deduplication_test2_peaks,Rube,with_control,broad,STAR,genrich,no_deduplication,test2,166104
Rube_with_control_broad_STAR_genrich_no_deduplication_test3_peaks,Rube,with_control,broad,STAR,genrich,no_deduplication,test3,166104
Rube_with_control_broad_STAR_genrich_picard_test1_peaks,Rube,with_control,broad,STAR,genrich,picard,test1,127543
Rube_with_control_broad_STAR_genrich_picard_test2_peaks,Rube,with_control,broad,STAR,genrich,picard,test2,127543
Rube_with_control_broad_STAR_genrich_picard_test3_peaks,Rube,with_control,broad,STAR,genrich,picard,test3,127543
Rube_with_control_broad_STAR_genrich_sambamba_test1_peaks,Rube,with_control,broad,STAR,genrich,sambamba,test1,127543
Rube_with_control_broad_STAR_genrich_sambamba_test2_peaks,Rube,with_control,broad,STAR,genrich,sambamba,test2,127542
Rube_with_control_broad_STAR_genrich_sambamba_test3_peaks,Rube,with_control,broad,STAR,genrich,sambamba,test3,127542
Rube_with_control_broad_STAR_genrich_samtools_test1_peaks,Rube,with_control,broad,STAR,genrich,samtools,test1,127543
Rube_with_control_broad_STAR_genrich_samtools_test2_peaks,Rube,with_control,broad,STAR,genrich,samtools,test2,127543
Rube_with_control_broad_STAR_genrich_samtools_test3_peaks,Rube,with_control,broad,STAR,genrich,samtools,test3,127543
Rube_with_control_broad_STAR_macs3_no_deduplication_test1_peaks,Rube,with_control,broad,STAR,macs3,no_deduplication,test1,1002670
Rube_with_control_broad_STAR_macs3_no_deduplication_test2_peaks,Rube,with_control,broad,STAR,macs3,no_deduplication,test2,1002671
Rube_with_control_broad_STAR_macs3_no_deduplication_test3_peaks,Rube,with_control,broad,STAR,macs3,no_deduplication,test3,1002670
Rube_with_control_broad_STAR_macs3_picard_test1_peaks,Rube,with_control,broad,STAR,macs3,picard,test1,1004048
Rube_with_control_broad_STAR_macs3_picard_test2_peaks,Rube,with_control,broad,STAR,macs3,picard,test2,1004048
Rube_with_control_broad_STAR_macs3_picard_test3_peaks,Rube,with_control,broad,STAR,macs3,picard,test3,1004048
Rube_with_control_broad_STAR_macs3_sambamba_test1_peaks,Rube,with_control,broad,STAR,macs3,sambamba,test1,1004045
Rube_with_control_broad_STAR_macs3_sambamba_test2_peaks,Rube,with_control,broad,STAR,macs3,sambamba,test2,1004044
Rube_with_control_broad_STAR_macs3_sambamba_test3_peaks,Rube,with_control,broad,STAR,macs3,sambamba,test3,1004045
Rube_with_control_broad_STAR_macs3_samtools_test1_peaks,Rube,with_control,broad,STAR,macs3,samtools,test1,1004048
Rube_with_control_broad_STAR_macs3_samtools_test2_peaks,Rube,with_control,broad,STAR,macs3,samtools,test2,1004048
Rube_with_control_broad_STAR_macs3_samtools_test3_peaks,Rube,with_control,broad,STAR,macs3,samtools,test3,1004048
Rube_with_control_broad_STAR_pepr_no_deduplication_test1_peaks,Rube,with_control,broad,STAR,pepr,no_deduplication,test1,1224814
Rube_with_control_broad_STAR_pepr_no_deduplication_test2_peaks,Rube,with_control,broad,STAR,pepr,no_deduplication,test2,1224814
Rube_with_control_broad_STAR_pepr_no_deduplication_test3_peaks,Rube,with_control,broad,STAR,pepr,no_deduplication,test3,1224814
Rube_with_control_broad_STAR_pepr_picard_test1_peaks,Rube,with_control,broad,STAR,pepr,picard,test1,568556
Rube_with_control_broad_STAR_pepr_picard_test2_peaks,Rube,with_control,broad,STAR,pepr,picard,test2,568556
Rube_with_control_broad_STAR_pepr_picard_test3_peaks,Rube,with_control,broad,STAR,pepr,picard,test3,568556
Rube_with_control_broad_STAR_pepr_sambamba_test1_peaks,Rube,with_control,broad,STAR,pepr,sambamba,test1,568556
Rube_with_control_broad_STAR_pepr_sambamba_test2_peaks,Rube,with_control,broad,STAR,pepr,sambamba,test2,568556
Rube_with_control_broad_STAR_pepr_sambamba_test3_peaks,Rube,with_control,broad,STAR,pepr,sambamba,test3,568554
Rube_with_control_broad_STAR_pepr_samtools_test1_peaks,Rube,with_control,broad,STAR,pepr,samtools,test1,568556
Rube_with_control_broad_STAR_pepr_samtools_test2_peaks,Rube,with_control,broad,STAR,pepr,samtools,test2,568556
Rube_with_control_broad_STAR_pepr_samtools_test3_peaks,Rube,with_control,broad,STAR,pepr,samtools,test3,568556
Rube_with_control_broad_bowtie2_cisgenome_no_deduplication_test1_peaks,Rube,with_control,broad,bowtie2,cisgenome,no_deduplication,test1,2228
Rube_with_control_broad_bowtie2_cisgenome_no_deduplication_test2_peaks,Rube,with_control,broad,bowtie2,cisgenome,no_deduplication,test2,2228
Rube_with_control_broad_bowtie2_cisgenome_no_deduplication_test3_peaks,Rube,with_control,broad,bowtie2,cisgenome,no_deduplication,test3,2228
Rube_with_control_broad_bowtie2_cisgenome_picard_test1_peaks,Rube,with_control,broad,bowtie2,cisgenome,picard,test1,16515
Rube_with_control_broad_bowtie2_cisgenome_picard_test2_peaks,Rube,with_control,broad,bowtie2,cisgenome,picard,test2,16515
Rube_with_control_broad_bowtie2_cisgenome_picard_test3_peaks,Rube,with_control,broad,bowtie2,cisgenome,picard,test3,16515
Rube_with_control_broad_bowtie2_cisgenome_sambamba_test1_peaks,Rube,with_control,broad,bowtie2,cisgenome,sambamba,test1,16515
Rube_with_control_broad_bowtie2_cisgenome_sambamba_test2_peaks,Rube,with_control,broad,bowtie2,cisgenome,sambamba,test2,16515
Rube_with_control_broad_bowtie2_cisgenome_sambamba_test3_peaks,Rube,with_control,broad,bowtie2,cisgenome,sambamba,test3,16515
Rube_with_control_broad_bowtie2_cisgenome_samtools_test1_peaks,Rube,with_control,broad,bowtie2,cisgenome,samtools,test1,16515
Rube_with_control_broad_bowtie2_cisgenome_samtools_test2_peaks,Rube,with_control,broad,bowtie2,cisgenome,samtools,test2,16515
Rube_with_control_broad_bowtie2_cisgenome_samtools_test3_peaks,Rube,with_control,broad,bowtie2,cisgenome,samtools,test3,16515
Rube_with_control_broad_bowtie2_genrich_no_deduplication_test1_peaks,Rube,with_control,broad,bowtie2,genrich,no_deduplication,test1,146940
Rube_with_control_broad_bowtie2_genrich_no_deduplication_test2_peaks,Rube,with_control,broad,bowtie2,genrich,no_deduplication,test2,146940
Rube_with_control_broad_bowtie2_genrich_no_deduplication_test3_peaks,Rube,with_control,broad,bowtie2,genrich,no_deduplication,test3,146940
Rube_with_control_broad_bowtie2_genrich_picard_test1_peaks,Rube,with_control,broad,bowtie2,genrich,picard,test1,96308
